id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7.30E+17,23916014,Braden,2014-11-18,"Dallas, TX",within an hour,100%,97%,t,Old East Dallas,69,74,t,t,District 14,Dallas,Entire condo,Entire home/apt,4,1 bath,2,2,125,19,365,t,3,27,57,331,3/7/23,1,1,1,5,5,5,5,5,5,5,t,69,69,0,0,1
7.30E+17,23916014,Braden,2014-11-18,"Dallas, TX",within an hour,100%,97%,t,Old East Dallas,69,74,t,t,District 2,Dallas,Entire condo,Entire home/apt,3,1 bath,1,1,164,19,365,t,0,0,0,95,3/7/23,0,0,0,0,0,0,0,0,0,0,f,69,69,0,0,N/A
7.30E+17,56350475,Victor,2016-01-27,"Dallas, TX",a few days or more,33%,67%,f,Far North Dallas,1,2,t,t,District 11,Dallas,Private room in rental unit,Private room,1,1 private bath,1,1,59,6,365,t,29,59,89,364,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,0,1,0,N/A
7.48E+17,123023364,Alfred,2017-03-28,"Mansfield, TX",within an hour,100%,99%,f,Wolf Creek,2,2,t,t,District 8,Dallas,Entire home,Entire home/apt,6,2 baths,3,3,156,2,365,t,23,53,83,168,3/7/23,10,10,4,4.9,5,4.9,5,4.7,4.7,4.9,t,1,1,0,0,3.9
7.48E+17,297031604,Texas Corporate Housing,2019-09-22,"Texas, United States",within an hour,97%,100%,f,Las Colinas,88,223,t,t,District 13,Dallas,Entire rental unit,Entire home/apt,5,2 baths,2,2,194,1,365,t,0,0,0,0,3/7/23,3,3,0,4.33,4,4.67,3.67,4,4.33,4.67,t,9,9,0,0,0.82
7.49E+17,213227611,Sean,2018-09-02,"Dallas, TX",within an hour,100%,99%,f,Dallas Downtown Historic District,78,221,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,1,92,1,999,t,27,57,87,362,3/7/23,9,9,2,4,4,4,4.67,4.56,4.33,3.89,t,11,11,0,0,2.29
7.49E+17,147134380,Suhaib,2017-08-21,N/A,within an hour,100%,97%,t,Old East Dallas,6,10,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,169,1,365,t,23,53,83,354,3/7/23,6,6,3,5,5,5,5,5,5,5,t,6,6,0,0,2.05
7.49E+17,485650097,Sean,2022-10-30,N/A,within an hour,100%,100%,f,Victory Park,1,1,t,f,District 2,Dallas,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,228,2,4,t,2,2,2,7,3/7/23,6,6,1,5,5,5,4.83,5,5,5,f,1,1,0,0,1.57
7.49E+17,135435491,Ram,2017-06-16,"Dallas, TX",within a day,75%,33%,f,N/A,1,3,t,t,District 7,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,65,1,365,t,0,15,45,135,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
7.42E+17,484437765,Nancy,2022-10-20,N/A,within an hour,100%,100%,f,Casa View,1,1,t,t,District 9,Dallas,Entire home,Entire home/apt,7,1 bath,4,5,98,1,27,t,13,32,55,312,3/7/23,2,2,2,5,5,5,5,5,5,5,f,1,1,0,0,2
7.42E+17,51075614,Sid,2015-12-11,"Euless, TX",within an hour,100%,98%,t,N/A,3,3,t,t,District 2,Dallas,Entire townhouse,Entire home/apt,11,3.5 baths,3,7,478,2,1125,f,30,60,90,365,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
7.43E+17,484525418,Chelsea,2022-10-21,"Dallas, TX",within an hour,100%,100%,f,Old East Dallas,1,2,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,1,104,1,1125,t,21,24,24,242,3/7/23,5,5,0,4.8,5,5,5,5,5,5,f,1,1,0,0,1.16
7.43E+17,181205324,Plushy,2018-03-29,"Scottsdale, AZ",within an hour,100%,99%,f,North,164,416,t,t,District 2,Dallas,Entire home,Entire home/apt,6,3 baths,3,3,179,2,365,t,27,48,78,289,3/7/23,1,1,0,5,5,5,5,5,5,5,f,5,5,0,0,0.49
7.30E+17,427446817,Jimmy,2021-10-14,"Yorba Linda, CA",within an hour,100%,99%,t,Lake Highlands,6,7,t,t,District 10,Dallas,Entire home,Entire home/apt,14,3 baths,4,9,533,1,365,t,6,21,33,244,3/7/23,32,32,6,4.97,4.94,4.97,4.97,5,5,4.97,t,1,1,0,0,6.27
7.43E+17,484543806,Alexa,2022-10-21,N/A,within an hour,100%,100%,f,N/A,1,4,t,f,District 14,Dallas,Entire condo,Entire home/apt,5,1 bath,2,2,89,2,365,t,28,58,88,363,3/7/23,5,5,1,3.6,4,3.6,3.8,4.4,3.4,3.2,t,1,1,0,0,1.4
7.49E+17,485680776,Utopia Haus,2022-10-30,"New York, NY",within an hour,100%,100%,t,N/A,1,1,t,t,District 7,Dallas,Entire home,Entire home/apt,8,2.5 baths,4,7,147,3,1125,t,22,52,82,236,3/7/23,16,16,2,4.81,4.88,4.88,4.94,5,4.81,4.88,t,1,1,0,0,3.87
7.49E+17,246234936,ITrip Vacations DFW,2019-03-01,N/A,within an hour,100%,99%,f,West Beyer,28,28,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,109,2,365,t,21,51,81,356,3/7/23,0,0,0,0,0,0,0,0,0,0,f,2,2,0,0,N/A
7.49E+17,155349619,Duc,2017-10-20,N/A,within an hour,100%,100%,f,Lake Highlands,2,2,t,t,District 10,Dallas,Entire condo,Entire home/apt,3,1.5 baths,1,1,145,3,365,t,27,54,84,359,3/7/23,1,1,0,5,5,5,5,5,5,4,f,2,2,0,0,0.31
7.50E+17,179615809,Robert,2018-03-20,"Haslet, TX",within an hour,100%,91%,f,Lowry Park North,4,5,t,t,District 14,Dallas,Entire condo,Entire home/apt,3,1.5 baths,1,1,227,2,1125,t,2,13,32,271,3/7/23,1,1,0,5,5,5,5,5,5,5,f,2,2,0,0,0.43
7.50E+17,456475914,Evolve,2022-04-28,N/A,within an hour,67%,99%,f,Lakewood Addition,476,700,t,f,District 1,Dallas,Entire home,Entire home/apt,6,3 baths,3,3,168,2,1125,t,21,51,81,356,3/7/23,3,3,0,4,4.67,3.33,5,2.67,4.67,4,t,23,23,0,0,0.78
7.30E+17,403675717,Britt,2021-05-26,"Arlington, TX",within an hour,100%,100%,f,Vickery Meadow,2,2,t,t,District 13,Dallas,Entire rental unit,Entire home/apt,4,1.5 baths,2,1,108,2,365,t,30,60,90,365,3/7/23,1,1,1,1,1,1,1,1,1,1,f,2,1,1,0,1
7.30E+17,479675311,Daina,2022-09-15,N/A,within an hour,100%,100%,f,Lower Greenville,3,3,t,t,District 2,Dallas,Entire townhouse,Entire home/apt,8,3.5 baths,3,3,299,1,59,t,18,18,18,64,3/7/23,13,13,3,4.85,4.69,4.85,4.69,5,4.77,4.69,t,2,2,0,0,2.73
7.31E+17,382469898,Skyy,2020-12-31,"Dallas, TX",within an hour,100%,100%,t,Oak Cliff,2,4,t,t,District 6,Dallas,Entire home,Entire home/apt,8,2 baths,4,4,168,2,1125,t,13,40,70,160,3/7/23,13,13,2,4.77,4.92,4.77,5,5,4.38,4.69,f,2,2,0,0,3.1
7.31E+17,63554639,Jessica,2016-03-19,N/A,within an hour,90%,100%,f,N/A,4,4,t,t,District 2,Dallas,Entire bungalow,Entire home/apt,12,3 baths,3,4,238,1,30,t,24,54,84,174,3/7/23,8,8,0,5,5,5,5,5,4.75,4.88,f,4,4,0,0,1.6
7.31E+17,443583284,Jenny And Jack,2022-02-04,"Dallas, TX",within an hour,100%,91%,f,Old Lake Highlands,1,1,t,f,District 9,Dallas,Private room in guest suite,Private room,1,1 private bath,1,1,46,30,365,t,1,2,11,220,3/7/23,3,3,0,5,5,5,5,5,5,5,f,1,0,1,0,0.76
7.50E+17,460545932,Oluwaseyi,2022-05-23,N/A,within an hour,100%,99%,t,North Hollywood,2,2,t,t,District 2,Dallas,Entire townhouse,Entire home/apt,8,2.5 baths,3,5,165,1,1125,t,0,0,0,0,3/7/23,31,31,8,4.97,5,4.94,4.97,4.97,4.71,5,t,1,1,0,0,10
7.50E+17,31287658,Alan,2015-04-15,"Houston, TX",within an hour,100%,95%,f,Westside,8,12,t,t,District 12,Dallas,Private room in rental unit,Private room,1,1 private bath,1,1,37,30,365,t,0,0,4,279,3/7/23,0,0,0,0,0,0,0,0,0,0,t,1,0,1,0,N/A
7.43E+17,454559444,Jennifer,2022-04-16,N/A,within a few hours,100%,90%,f,Far North Dallas,1,1,t,f,District 11,Dallas,Entire condo,Entire home/apt,4,1.5 baths,2,2,120,2,60,t,9,11,11,29,3/7/23,2,2,2,5,5,4.5,5,5,4.5,5,f,1,1,0,0,2
7.43E+17,378125628,Te,2020-12-03,N/A,N/A,N/A,N/A,f,North Dallas,1,1,t,f,District 11,Dallas,Private room in rental unit,Private room,1,1 private bath,1,1,104,1,365,t,30,60,90,365,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,0,1,0,N/A
7.44E+17,429952199,Kayli,2021-11-01,"Dallas, TX",within an hour,100%,99%,t,Old East Dallas,18,20,t,t,District 2,Dallas,Entire home,Entire home/apt,9,2 baths,4,5,382,1,365,t,18,48,78,348,3/7/23,2,2,0,4,4,4,4,4.5,4,4,f,18,18,0,0,1.33
7.44E+17,384827082,Taylor,2021-01-16,"Denver, CO",within an hour,100%,98%,f,South Lamar,29,45,t,t,District 12,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,95,28,365,t,2,32,62,337,3/7/23,3,3,2,4.67,4.67,4.67,5,5,5,4.67,f,7,7,0,0,0.98
7.44E+17,484278706,Rudy,2022-10-19,"Dallas, TX",within an hour,100%,100%,f,"Westmoreland Heights, Dallas",1,1,t,t,District 6,Dallas,Entire home,Entire home/apt,11,2 baths,3,6,206,2,365,t,28,58,88,363,3/7/23,9,9,2,4.89,5,4.78,5,5,4.56,4.67,t,1,1,0,0,2.11
7.50E+17,485833062,Frankie,2022-10-31,N/A,within an hour,90%,92%,f,Lake Highlands,1,1,t,f,District 10,Dallas,Entire home,Entire home/apt,12,2 baths,4,7,86,1,90,t,9,27,48,48,3/7/23,8,8,3,4.75,4.75,4.75,4.63,4.88,4.88,4.88,f,1,1,0,0,2.07
7.31E+17,228753910,Kenesha,2018-12-02,N/A,N/A,N/A,N/A,f,N/A,22,23,t,t,District 1,Dallas,Private room in home,Private room,1,1 shared bath,1,1,45,1,60,t,25,55,85,85,3/7/23,13,13,0,4.46,4.85,4.46,5,5,4.46,4.77,f,19,0,7,12,2.69
7.31E+17,228753910,Kenesha,2018-12-02,N/A,N/A,N/A,N/A,f,N/A,22,23,t,t,District 1,Dallas,Private room in home,Private room,1,1 shared bath,1,1,45,1,60,t,0,29,59,59,3/7/23,7,7,2,5,5,5,4.86,4.71,4.71,5,f,19,0,7,12,1.63
7.31E+17,108514926,Dalls,2016-12-26,"Houston, TX",within an hour,100%,94%,f,Oak Lawn,283,465,t,t,District 11,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,100,28,365,t,5,35,65,340,3/7/23,1,1,0,5,5,5,5,5,5,5,t,248,248,0,0,0.21
7.31E+17,228753910,Kenesha,2018-12-02,N/A,N/A,N/A,N/A,f,N/A,22,23,t,t,District 1,Dallas,Shared room in home,Shared room,1,1 shared bath,1,1,30,1,14,t,26,56,86,361,3/7/23,6,6,0,5,5,4.83,5,5,5,5,f,19,0,7,12,1.24
7.56E+17,373278846,Talore,2020-10-25,N/A,within an hour,100%,96%,f,Vickery Meadow,10,11,t,t,District 11,Dallas,Entire condo,Entire home/apt,3,1 bath,1,1,89,3,365,t,10,30,60,335,3/7/23,6,6,0,5,5,5,4.83,4.67,5,4.67,t,10,10,0,0,1.7
7.56E+17,195096797,Jc,2018-06-12,"Farmington, NM",within an hour,100%,100%,f,Design District,1,1,t,t,District 6,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,1,134,1,1125,t,10,36,66,156,3/7/23,14,14,5,5,5,5,4.71,5,5,5,f,1,1,0,0,4.47
7.50E+17,152930403,Skyler,2017-10-02,"Los Angeles, CA",within an hour,100%,50%,f,Dallas Downtown Historic District,2,2,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,125,6,1125,t,19,49,79,354,3/7/23,0,0,0,0,0,0,0,0,0,0,f,2,2,0,0,N/A
7.50E+17,93539315,Kate,2016-09-04,"Dallas, TX",within an hour,100%,100%,t,Oak Lawn,2,3,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,118,1,45,t,19,47,77,167,3/7/23,8,8,8,4.88,4.75,5,4.75,4.88,4.88,4.75,t,2,2,0,0,8
7.50E+17,263502162,Landing,2019-05-22,"San Francisco, CA",within a few hours,88%,99%,f,Charter Oak,3286,4525,t,t,District 11,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,92,30,365,t,9,39,69,344,3/7/23,0,0,0,0,0,0,0,0,0,0,t,81,81,0,0,N/A
7.51E+17,407831997,Scott,2021-06-18,"Dallas, TX",within an hour,100%,97%,t,Cedar Crest,13,13,t,t,District 4,Dallas,Entire home,Entire home/apt,16,3.5 baths,5,8,352,3,365,t,18,45,75,341,3/7/23,9,9,0,4.89,5,5,5,5,4.33,5,f,11,11,0,0,2.48
7.51E+17,107672097,Casey,2016-12-18,"Newport Beach, CA",within an hour,100%,94%,f,Far North Dallas,1,6,t,t,District 12,Dallas,Entire home,Entire home/apt,14,4.5 baths,6,7,700,2,180,t,2,9,16,239,3/7/23,6,6,0,5,4.83,5,5,5,5,4.83,f,1,1,0,0,1.76
7.51E+17,297031604,Texas Corporate Housing,2019-09-22,"Texas, United States",within an hour,97%,100%,f,Las Colinas,88,223,t,t,District 13,Dallas,Entire rental unit,Entire home/apt,3,1.5 baths,1,1,138,1,365,t,0,5,35,35,3/7/23,2,2,0,4.5,5,3.5,5,5,5,4.5,t,9,9,0,0,0.58
7.51E+17,339857476,Andela,2020-03-02,N/A,within an hour,100%,100%,f,Westside,11,13,t,t,District 2,Dallas,Entire condo,Entire home/apt,4,1 bath,1,1,150,1,365,t,5,35,65,340,3/7/23,1,1,0,3,1,5,5,2,3,3,t,11,11,0,0,0.24
7.51E+17,297031604,Texas Corporate Housing,2019-09-22,"Texas, United States",within an hour,97%,100%,f,Las Colinas,88,223,t,t,District 13,Dallas,Entire rental unit,Entire home/apt,3,1.5 baths,1,1,137,1,365,t,19,49,79,79,3/7/23,2,2,1,5,5,5,5,5,5,4.5,t,9,9,0,0,0.95
7.51E+17,431616306,Connor,2021-11-12,N/A,within an hour,100%,96%,f,Oak Lawn,9,15,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,83,1,365,t,18,44,74,343,3/7/23,20,20,4,4.7,4.7,4.25,4.95,4.75,4.95,4.85,t,7,7,0,0,5.04
7.51E+17,421795477,King,2021-09-05,"Dallas, TX",within an hour,100%,96%,f,Old East Dallas,3,3,t,t,District 2,Dallas,Entire condo,Entire home/apt,5,1 bath,1,1,79,1,365,t,13,43,73,348,3/7/23,18,18,5,4.83,4.94,4.78,5,5,4.67,4.78,t,3,3,0,0,4.54
7.52E+17,436865766,Adrian,2021-12-21,"Plano, TX",within an hour,100%,100%,t,Far North Dallas,4,4,t,f,District 11,Dallas,Entire condo,Entire home/apt,2,1 bath,1,1,85,2,1125,t,25,55,85,85,3/7/23,3,3,2,4.67,5,4.33,5,5,5,4.67,t,4,4,0,0,1.18
7.52E+17,471536148,River,2022-07-25,"Dallas, TX",within an hour,100%,96%,t,Dallas Downtown Historic District,4,5,t,t,District 14,Dallas,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,172,1,365,t,15,15,15,15,3/7/23,6,6,6,5,5,5,5,5,5,4.83,t,3,3,0,0,6
7.52E+17,475533913,Natia,2022-08-17,"Dallas, TX",within an hour,96%,97%,f,South Dallas,16,18,t,t,District 7,Dallas,Shared room in home,Shared room,1,2 shared baths,1,1,14,1,365,t,4,34,64,339,3/7/23,19,19,1,3.95,4,4.05,4.16,4.16,3.84,3.95,t,16,0,0,16,4.75
7.52E+17,475533913,Natia,2022-08-17,"Dallas, TX",within an hour,96%,97%,f,South Dallas,16,18,t,t,District 7,Dallas,Shared room in home,Shared room,1,2 shared baths,1,1,13,1,365,t,25,55,85,360,3/7/23,7,7,0,4.43,4.43,4.43,4.43,4.86,4.14,4.57,t,16,0,0,16,1.75
7.52E+17,475533913,Natia,2022-08-17,"Dallas, TX",within an hour,96%,97%,f,South Dallas,16,18,t,t,District 7,Dallas,Shared room in home,Shared room,1,2 shared baths,1,1,11,1,365,t,28,58,88,363,3/7/23,5,5,0,4.6,4.6,4.4,4.6,4.8,4.2,4.6,t,16,0,0,16,1.56
7.52E+17,475533913,Natia,2022-08-17,"Dallas, TX",within an hour,96%,97%,f,South Dallas,16,18,t,t,District 7,Dallas,Shared room in home,Shared room,1,2 shared baths,1,1,12,1,365,t,21,33,63,338,3/7/23,4,4,0,5,5,5,5,5,5,5,t,16,0,0,16,1.08
7.52E+17,78199259,Minh,2016-06-17,"Frisco, TX",within an hour,100%,95%,t,Oak Lawn,4,6,t,t,District 14,Dallas,Entire home,Entire home/apt,10,2 baths,4,4,293,3,1125,t,0,8,22,229,3/7/23,0,0,0,0,0,0,0,0,0,0,f,4,4,0,0,N/A
7.52E+17,486212049,Kay,2022-11-03,N/A,within an hour,100%,94%,f,Far North Dallas,1,1,t,t,District 11,Dallas,Entire condo,Entire home/apt,4,2 baths,2,2,120,2,365,t,19,49,79,79,3/7/23,4,4,1,5,5,5,5,5,4.5,5,t,1,1,0,0,1.17
7.52E+17,486226461,Harry,2022-11-03,N/A,within an hour,100%,100%,f,N/A,1,1,t,t,District 8,Dallas,Farm stay,Entire home/apt,16,3.5 baths,5,22,461,1,30,t,15,30,50,127,3/7/23,0,0,0,0,0,0,0,0,0,0,t,1,1,0,0,N/A
7.44E+17,121688313,Katey,2017-03-20,"Dallas, TX",within an hour,100%,75%,f,Casa View,1,1,t,f,District 9,Dallas,Entire home,Entire home/apt,8,2 baths,3,5,130,7,1125,t,0,5,21,44,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
7.44E+17,484832965,VIP Living,2022-10-23,"Dallas, TX",within an hour,100%,100%,f,Old East Dallas,2,5,t,t,District 2,Dallas,Entire condo,Entire home/apt,8,1 bath,1,2,164,28,365,t,27,57,87,243,3/7/23,0,0,0,0,0,0,0,0,0,0,t,2,2,0,0,N/A
7.44E+17,484832965,VIP Living,2022-10-23,"Dallas, TX",within an hour,100%,100%,f,Old East Dallas,2,5,t,t,District 2,Dallas,Entire condo,Entire home/apt,8,1 bath,1,2,164,28,365,t,0,7,37,312,3/7/23,0,0,0,0,0,0,0,0,0,0,t,2,2,0,0,N/A
7.45E+17,351410659,Jessica,2020-06-22,"Alafaya, FL",within an hour,100%,100%,f,Oak Cliff,1,2,t,t,District 1,Dallas,Entire home,Entire home/apt,6,2.5 baths,4,3,195,3,1125,t,19,45,75,75,3/7/23,6,6,3,5,4.83,4.83,4.67,5,4.67,4.83,t,1,1,0,0,1.57
7.45E+17,484880424,Lashun,2022-10-24,"Dallas, TX",within an hour,100%,100%,f,Dallas Downtown Historic District,2,2,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,4,2 baths,2,2,155,1,1125,t,17,35,58,322,3/7/23,13,13,4,4.92,5,5,4.85,4.92,4.85,4.69,f,1,1,0,0,3.2
7.45E+17,9124824,Kevin,2013-09-29,"Dallas, TX",within an hour,100%,97%,f,Oak Lawn,17,23,t,t,District 14,Dallas,Private room in condo,Private room,1,1.5 shared baths,1,1,235,30,365,t,0,0,6,212,3/7/23,0,0,0,0,0,0,0,0,0,0,f,13,7,6,0,N/A
7.45E+17,9124824,Kevin,2013-09-29,"Dallas, TX",within an hour,100%,97%,f,Oak Lawn,17,23,t,t,District 14,Dallas,Private room in condo,Private room,1,1.5 shared baths,1,1,230,30,365,t,0,0,6,212,3/7/23,0,0,0,0,0,0,0,0,0,0,f,13,7,6,0,N/A
7.45E+17,484917572,Tayelar,2022-10-24,N/A,N/A,N/A,N/A,f,Old East Dallas,1,1,t,f,District 14,Dallas,Entire townhouse,Entire home/apt,6,2.5 baths,2,2,557,2,7,t,30,60,90,365,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
7.45E+17,23916014,Braden,2014-11-18,"Dallas, TX",within an hour,100%,97%,t,Old East Dallas,69,74,t,t,District 2,Dallas,Entire condo,Entire home/apt,3,1 bath,1,1,159,19,365,t,30,60,90,364,3/7/23,2,2,1,5,5,5,5,5,5,5,t,69,69,0,0,1.09
7.45E+17,41760770,Ryan,2015-08-17,"Austin, TX",within a few hours,100%,78%,t,Eastside Promise Neighborhood,3,4,t,t,District 2,Dallas,Entire home,Entire home/apt,3,2 baths,2,2,99,2,12,t,0,0,24,204,3/7/23,1,1,0,5,5,5,5,5,5,5,f,1,1,0,0,0.64
7.45E+17,44373070,Natalie,2015-09-16,"Dallas, TX",within an hour,100%,99%,t,Broadview,8,9,t,f,District 9,"Rockwall, Texas, United States",Entire home,Entire home/apt,9,2 baths,4,7,496,2,365,t,0,0,0,251,3/7/23,4,4,0,4.75,5,5,4.75,5,4.75,4.75,t,1,1,0,0,1.17
7.45E+17,405460414,Kelsie,2021-06-05,N/A,N/A,N/A,97%,f,N/A,42,50,t,t,District 6,Dallas,Entire home,Entire home/apt,8,2 baths,4,4,220,1,365,t,13,39,69,343,3/7/23,9,9,3,5,5,4.78,5,5,4.33,5,f,35,35,0,0,2.39
7.45E+17,373957214,Alex,2020-10-31,"Dallas, TX",within an hour,97%,98%,t,Kessler,24,33,t,f,District 1,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,84,1,70,t,26,56,86,361,3/7/23,32,32,9,4.78,4.91,4.59,4.78,4.66,4.78,4.81,t,24,24,0,0,7.74
7.45E+17,340519270,Majestical,2020-03-06,"Dallas, TX",within an hour,100%,100%,t,Old East Dallas,1,1,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,1,91,1,1125,t,16,44,68,343,3/7/23,18,18,4,4.67,4.89,4.94,4.89,4.78,4.5,4.61,f,1,1,0,0,4.39
7.46E+17,485038351,Kaila,2022-10-25,N/A,within an hour,100%,100%,f,Oak Lawn,2,2,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,8,2.5 baths,2,4,154,2,365,t,18,45,75,350,3/7/23,4,4,2,5,4.75,4.5,5,5,5,5,t,2,2,0,0,2.35
7.46E+17,485038351,Kaila,2022-10-25,N/A,within an hour,100%,100%,f,Oak Lawn,2,2,t,t,District 14,Dallas,Entire rental unit,Entire home/apt,6,2 baths,2,2,151,2,1125,t,19,46,76,351,3/7/23,8,8,2,5,5,4.75,4.88,5,5,5,f,2,2,0,0,3
7.46E+17,444799528,Deon,2022-02-12,N/A,within an hour,100%,100%,f,Old East Dallas,1,3,t,t,District 14,Dallas,Entire townhouse,Entire home/apt,4,1 bath,1,2,111,2,365,t,30,60,90,365,3/7/23,3,3,0,3.67,4,4,4.67,4.67,4,3.67,t,1,1,0,0,0.69
7.46E+17,193512222,Carpediem,2018-06-04,"Dallas, TX",within an hour,100%,91%,t,Belmont,21,28,t,t,District 14,Dallas,Entire home,Entire home/apt,12,3 baths,5,6,296,3,365,t,18,35,54,305,3/7/23,4,4,2,4.75,4.75,5,4.5,4.75,4.75,4.5,f,19,19,0,0,2.31
7.46E+17,9124824,Kevin,2013-09-29,"Dallas, TX",within an hour,100%,97%,f,Oak Lawn,17,23,t,t,District 2,Dallas,Private room in condo,Private room,1,1 private bath,1,1,179,30,365,t,30,60,90,365,3/7/23,0,0,0,0,0,0,0,0,0,0,f,13,7,6,0,N/A
7.52E+17,486229500,Taylor,2022-11-03,N/A,within an hour,100%,100%,f,Vickery Meadow,1,1,t,t,District 13,Dallas,Entire condo,Entire home/apt,5,2 baths,2,2,93,30,365,t,0,0,6,212,3/7/23,0,0,0,0,0,0,0,0,0,0,f,1,1,0,0,N/A
7.52E+17,419519764,Lani,2021-08-21,"Dallas, TX",within an hour,100%,99%,t,Bishop Arts District,5,7,t,t,District 1,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,85,1,365,t,17,20,50,325,3/7/23,4,4,2,5,5,5,5,5,5,5,t,5,5,0,0,1.06
7.53E+17,263502162,Landing,2019-05-22,"San Francisco, CA",within a few hours,88%,99%,f,Charter Oak,3286,4525,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,95,30,365,t,28,58,88,363,3/7/23,0,0,0,0,0,0,0,0,0,0,t,81,81,0,0,N/A
7.53E+17,263502162,Landing,2019-05-22,"San Francisco, CA",within a few hours,88%,99%,f,Charter Oak,3286,4525,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,87,30,365,t,0,20,50,325,3/7/23,0,0,0,0,0,0,0,0,0,0,t,81,81,0,0,N/A
7.53E+17,263502162,Landing,2019-05-22,"San Francisco, CA",within a few hours,88%,99%,f,Charter Oak,3286,4525,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,2,1 bath,1,1,94,30,365,t,24,54,84,359,3/7/23,0,0,0,0,0,0,0,0,0,0,t,81,81,0,0,N/A
7.53E+17,97446285,Eileen,2016-09-30,"Dallas, TX",within an hour,100%,100%,f,Lower Greenville,1,1,t,t,District 2,Dallas,Entire home,Entire home/apt,6,2.5 baths,3,5,444,2,30,t,9,39,69,344,3/7/23,2,2,1,5,5,5,5,5,5,4.5,f,1,1,0,0,1.15
7.53E+17,486350514,Kevin,2022-11-04,N/A,within an hour,100%,100%,f,Lower Greenville,1,1,t,t,District 14,Dallas,Private room in guesthouse,Private room,2,1 private bath,1,1,105,1,15,t,13,13,42,317,3/7/23,3,3,3,5,5,5,5,5,5,5,f,1,0,1,0,3
7.53E+17,317729020,Margan,2019-12-15,"Houston, TX",within an hour,100%,100%,t,Oak Lawn,1,1,t,t,District 2,Dallas,Entire rental unit,Entire home/apt,3,1 bath,1,2,103,2,365,t,7,18,45,301,3/7/23,18,18,4,4.78,5,4.89,4.67,4.83,5,4.89,t,1,1,0,0,4.74
7.53E+17,26806261,Scott,2015-01-27,"Dallas, TX",within an hour,100%,100%,t,West Dallas,6,8,t,t,District 9,Dallas,Entire home,Entire home/apt,5,1 bath,2,3,121,2,365,t,0,0,0,0,3/7/23,1,1,0,4,5,5,5,5,5,4,t,2,2,0,0,0.38
7.53E+17,458108667,Makia,2022-05-08,N/A,N/A,N/A,100%,f,West Dallas,1,1,t,f,District 6,Dallas,Entire rental unit,Entire home/apt,4,1 bath,1,2,127,2,1125,t,0,0,0,110,3/7/23,1,1,0,5,5,5,5,5,5,5,f,1,1,0,0,0.26
7.46E+17,9124824,Kevin,2013-09-29,"Dallas, TX",within an hour,100%,97%,f,Oak Lawn,17,23,t,t,District 2,Dallas,Private room in condo,Private room,1,1 private bath,1,1,200,30,365,t,30,60,90,365,3/7/23,0,0,0,0,0,0,0,0,0,0,f,13,7,6,0,N/A
