id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
7.45608E+17,50140069,Unwind,2015-11-29,"Little Rock, AR",within an hour,99%,100%,f,Inlet Beach,42,43,t,t,Austin,78701,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,172.00,2,1125,t,10,28,50,96,5,5,1,4.2,4.2,4.2,4.2,4.4,4.8,4.2,t,11,11,0,0,1.15
7.45666E+17,17177730,Savannah,2014-06-23,"Austin, TX",within a day,80%,90%,f,Crossing At Onion Creek,2,2,t,t,Austin,78744,Private room in home,Private room,1,N/A,1.5 shared baths,1,1,35.00,28,60,t,25,25,38,313,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,t,2,0,2,0,N/A
7.45672E+17,12433834,Christy,2014-02-20,"Austin, TX",within an hour,100%,100%,f,Clarksville,4,7,t,t,Austin,78703,Entire home,Entire home/apt,6,N/A,2 baths,3,3,823.00,30,365,t,30,60,90,365,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,t,1,1,0,0,N/A
7.45749E+17,244659412,Julia,2019-02-22,"Killeen, TX",within an hour,100%,94%,f,East Riverside - Oltorf,1,2,t,t,Austin,78741,Entire condo,Entire home/apt,6,N/A,3.5 baths,3,5,144.00,1,14,t,21,51,81,170,4,4,1,3.75,4.25,3.5,5,4.25,4.75,4.25,f,1,1,0,0,1
7.45787E+17,122584842,Devin,2017-03-25,N/A,within an hour,100%,100%,f,East Riverside - Oltorf,1,1,t,f,Austin,78741,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,99.00,1,180,t,9,28,48,71,5,5,0,4.2,4.6,4.8,3.4,4.8,4.8,4.4,f,1,1,0,0,1.14
7.45847E+17,79733183,Jake,2016-06-24,"North Myrtle Beach, SC",within a day,97%,14%,f,Downtown Austin,84,100,t,t,Austin,78701,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,198.00,2,365,t,6,31,61,61,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,10,10,0,0,N/A
7.4604E+17,141885946,CozySuites,2017-07-22,"New York, NY",within an hour,100%,99%,f,Northeast Alexandria,69,90,t,t,Austin,78705,Entire rental unit,Entire home/apt,7,N/A,2.5 baths,3,4,251.00,2,180,t,25,52,82,356,1,1,0,5,5,5,5,5,5,5,f,57,57,0,0,0.29
7.46097E+17,107434423,Blueground,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4806,5355,t,t,Austin,78752,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,132.00,31,1125,t,8,38,68,343,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,134,134,0,0,N/A
7.46097E+17,107434423,Blueground,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4806,5355,t,t,Austin,78741,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,152.00,31,1125,t,25,55,85,360,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,134,134,0,0,N/A
7.46099E+17,141885946,CozySuites,2017-07-22,"New York, NY",within an hour,100%,99%,f,Northeast Alexandria,69,90,t,t,Austin,78705,Entire townhouse,Entire home/apt,7,N/A,2.5 baths,3,4,267.00,2,180,t,22,52,82,356,8,8,1,4.25,4.88,4,4.5,4.38,4.5,4.38,f,57,57,0,0,2.09
7.46216E+17,101156714,Neel,2016-10-25,"Austin, TX",within a few hours,100%,100%,f,Lamplight Village,3,3,t,f,Austin,78729,Entire home,Entire home/apt,8,N/A,2 baths,3,3,115.00,30,365,t,0,0,13,288,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,3,3,0,0,N/A
7.46287E+17,485190525,Uzi,2022-10-26,N/A,within an hour,100%,97%,f,Apache Shores,1,1,t,t,Austin,78734,Entire villa,Entire home/apt,14,N/A,5.5 baths,5,7,"1,143.00",2,30,t,14,31,49,301,3,3,1,5,5,5,5,5,5,5,f,1,1,0,0,1.11
7.46289E+17,485190958,Guilaine,2022-10-26,N/A,within an hour,100%,100%,f,N/A,1,1,t,t,Austin,78724,Entire home,Entire home/apt,8,N/A,2 baths,4,4,230.00,2,365,t,23,52,82,355,1,1,0,5,5,5,5,5,3,5,t,1,1,0,0,0.24
7.46292E+17,36075426,Colleen,2015-06-17,"Austin, TX",N/A,N/A,N/A,f,N/A,29,33,t,t,Austin,78702,Entire rental unit,Entire home/apt,3,N/A,1 bath,1,1,147.00,2,365,t,20,30,60,60,13,13,4,4.69,4.69,4.92,4.69,5,4.38,4.62,f,28,28,0,0,2.98
7.46343E+17,470793121,All,2022-07-21,N/A,within an hour,70%,98%,f,Zilker,4,4,t,t,Austin,78704,Private room in guest suite,Private room,5,N/A,1 shared bath,1,2,95.00,1,365,t,15,40,53,299,3,3,0,5,4.67,5,5,5,5,5,f,4,2,2,0,0.68
7.46362E+17,413747912,Ira,2021-07-18,"Austin, TX",within an hour,100%,100%,f,East Cesar Chavez,11,18,t,t,Austin,78741,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,124.00,14,1125,t,27,57,87,248,17,17,4,4.82,5,4.76,4.94,4.88,4.53,4.71,t,9,9,0,0,3.7
7.46367E+17,470793121,All,2022-07-21,N/A,within an hour,70%,98%,f,Zilker,4,4,t,t,Austin,78704,Private room in guest suite,Private room,5,N/A,1 shared bath,1,2,98.00,1,1125,t,11,29,56,320,6,6,2,4.33,4.67,4.33,5,4.83,5,4.33,t,4,2,2,0,1.3
7.46379E+17,55885216,Cannon,2016-01-24,"Austin, TX",within an hour,100%,99%,t,Central Austin,10,11,t,t,Austin,78753,Entire home,Entire home/apt,6,N/A,1.5 baths,3,4,134.00,1,1125,t,11,35,62,62,20,20,2,5,5,5,4.95,5,4.9,5,f,9,9,0,0,4.58
7.4638E+17,193672,Scarlett & Chris,2010-08-06,"Austin, TX",within an hour,100%,100%,f,MLK-183,2,2,t,t,Austin,78725,Entire guesthouse,Entire home/apt,3,N/A,1 bath,1,2,112.00,1,14,t,26,56,86,86,1,1,1,5,5,5,5,5,5,5,f,2,2,0,0,1
7.46467E+17,25505456,Resabeth,2015-01-02,"Austin, TX",within an hour,100%,98%,t,Zilker,1,2,t,t,Austin,78704,Entire loft,Entire home/apt,2,N/A,1 bath,1,1,87.00,1,120,t,6,22,52,128,27,27,6,4.96,4.89,4.85,4.81,4.96,4.81,4.74,t,1,1,0,0,6.18
7.46532E+17,417987692,Brandy,2021-08-11,N/A,within a few hours,100%,91%,t,N/A,2,3,t,t,Austin,78724,Entire home,Entire home/apt,4,N/A,1.5 baths,2,2,125.00,2,31,t,0,3,33,33,3,3,1,4.67,4.67,5,5,5,5,4.67,f,1,1,0,0,0.73
7.46583E+17,382235550,Christopher And Paula,2020-12-29,"Temple, TX",within an hour,100%,100%,t,East Riverside - Oltorf,1,1,t,t,Austin,78741,Entire condo,Entire home/apt,4,N/A,1.5 baths,2,2,153.00,2,1125,t,16,31,61,61,23,23,6,4.61,4.7,4.78,4.96,4.83,4.3,4.57,f,1,1,0,0,5.27
7.46609E+17,460580256,Anna,2022-05-23,N/A,within an hour,100%,100%,t,South Austin,15,19,t,t,Austin,78704,Entire rental unit,Entire home/apt,8,N/A,2 baths,4,4,528.00,2,100,t,29,44,44,44,1,1,0,5,5,5,5,5,5,5,f,8,8,0,0,0.25
7.46639E+17,22607659,Erin,2014-10-16,"Austin, TX",within an hour,100%,99%,t,Windsor Park,11,13,t,t,Austin,78745,Entire home,Entire home/apt,12,N/A,4 baths,7,7,770.00,1,40,t,9,37,53,53,2,2,0,5,5,5,5,5,4.5,4.5,f,6,6,0,0,0.53
7.46906E+17,199566757,Julius,2018-07-02,"Austin, TX",within an hour,71%,100%,f,Keesee,1,2,t,f,Austin,78747,Entire rental unit,Entire home/apt,4,N/A,2 baths,1,1,117.00,1,365,t,21,51,81,352,5,5,2,4.6,4.2,4.6,5,4.4,5,4.6,t,1,1,0,0,1.55
7.46966E+17,118747621,Megan,2017-03-01,"Austin, TX",within an hour,100%,89%,f,N/A,1,1,t,t,Austin,78748,Entire home,Entire home/apt,8,N/A,2.5 baths,4,3,233.00,2,365,t,0,0,11,22,2,2,0,5,5,5,5,5,5,5,f,1,1,0,0,0.52
7.47002E+17,2437744,Shaun,2012-05-22,"Austin, TX",within an hour,100%,100%,f,South Austin,1,1,t,t,Austin,78745,Entire rental unit,Entire home/apt,10,N/A,2 baths,2,4,214.00,1,1125,t,11,30,51,294,15,15,5,4.93,5,4.8,4.93,5,4.93,4.87,t,1,1,0,0,4.02
7.47008E+17,246235981,Ames - Austin Vacay,2019-03-01,"Austin, TX",within an hour,100%,99%,f,East Downtown,19,24,t,t,Austin,78702,Entire home,Entire home/apt,16,N/A,4 baths,6,9,886.00,2,1125,t,14,29,57,324,9,9,3,5,5,5,4.89,4.89,5,4.89,f,19,19,0,0,2.57
7.47046E+17,201127651,Vacasa Texas,2018-07-09,N/A,within an hour,89%,99%,f,Lake Highlands,390,770,t,t,Austin,78746,Entire home,Entire home/apt,5,N/A,2 baths,2,2,221.00,1,365,t,29,59,89,364,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,t,16,16,0,0,N/A
7.47055E+17,108345105,Elijah,2016-12-24,"College Station, TX",N/A,N/A,N/A,f,Cherry Creek,1,1,t,t,Austin,78745,Private room in home,Private room,2,N/A,1.5 shared baths,1,1,48.00,30,365,t,24,54,84,358,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,0,1,0,N/A
7.4711E+17,456475914,Evolve,2022-04-28,N/A,within an hour,68%,99%,f,Lakewood Addition,486,721,t,f,Austin,78748,Entire home,Entire home/apt,4,N/A,2 baths,2,2,114.00,30,1125,t,21,41,62,337,1,1,0,5,5,5,5,5,5,5,t,35,35,0,0,0.58
7.47128E+17,201127651,Vacasa Texas,2018-07-09,N/A,within an hour,89%,99%,f,Lake Highlands,390,770,t,t,Austin,78746,Entire home,Entire home/apt,7,N/A,2 baths,3,3,294.00,1,365,t,10,40,70,345,3,3,0,5,5,5,5,5,5,4.33,t,16,16,0,0,0.78
7.4719E+17,42758543,Ramon,2015-08-28,"Austin, TX",within an hour,100%,100%,f,Govalle,2,2,t,t,Austin,78702,Entire home,Entire home/apt,6,N/A,2 baths,2,2,379.00,2,30,t,0,0,7,7,2,2,1,5,5,4.5,5,5,5,5,f,2,1,1,0,1.11
7.47262E+17,203283688,Jereme,2018-07-18,"Houston, TX",within a few hours,100%,100%,f,River Oak Lake Estates,1,1,t,t,Austin,78758,Entire guesthouse,Entire home/apt,4,N/A,1 bath,1,2,111.00,30,365,t,12,12,12,117,2,2,1,5,5,5,5,5,5,5,f,1,1,0,0,0.59
7.4732E+17,447994050,Amy,2022-03-05,"Austin, TX",within a few hours,100%,100%,t,North Shoal Creek,2,2,t,t,Austin,78757,Entire condo,Entire home/apt,6,N/A,2 baths,2,3,290.00,2,365,t,30,60,90,180,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,t,2,2,0,0,N/A
7.47383E+17,79148267,Brian,2016-06-21,"Austin, TX",within an hour,100%,100%,f,Central Austin,2,2,t,t,Austin,78705,Entire condo,Entire home/apt,6,N/A,2 baths,2,2,164.00,1,1125,t,12,24,39,39,18,18,9,4.5,4.89,4.5,4.89,5,4.83,4.72,t,2,2,0,0,8.85
7.47705E+17,485438953,Zoe,2022-10-28,"Austin, TX",a few days or more,0%,33%,f,Rainey Street Historic District,1,1,t,t,Austin,78701,Entire rental unit,Entire home/apt,2,N/A,1 bath,N/A,1,322.00,3,365,t,30,60,90,365,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
7.47775E+17,37423762,Luisa And Norman,2015-07-03,"Austin, TX",within an hour,100%,100%,t,Rainey Street Historic District,2,5,t,t,Austin,78701,Entire condo,Entire home/apt,2,N/A,1 bath,1,1,166.00,2,365,t,6,26,48,295,12,12,3,5,5,5,4.92,5,4.92,5,t,1,1,0,0,3.53
7.47781E+17,485455158,Trail Rock,2022-10-28,N/A,within an hour,100%,91%,f,Zilker,1,2,t,t,Austin,78704,Entire home,Entire home/apt,8,N/A,4 baths,4,5,746.00,2,28,t,8,38,68,343,12,12,4,4.92,4.92,5,5,5,4.75,4.75,f,1,1,0,0,2.9
7.47804E+17,21412692,Austin - Austin Vacay,2014-09-16,"Austin, TX",within an hour,100%,100%,f,Clarksville,4,4,t,t,Austin,78703,Entire home,Entire home/apt,2,N/A,1 bath,1,1,134.00,1,365,t,4,22,46,126,21,21,7,4.62,4.43,4.76,4.81,4.86,4.95,4.43,f,3,3,0,0,5.12
7.47846E+17,115683639,Dayna,2017-02-09,N/A,within an hour,100%,100%,f,N/A,1,1,t,f,"Bee Cave, Texas, United States",78738,Entire rental unit,Entire home/apt,4,N/A,1 bath,1,2,134.00,1,365,t,13,29,56,146,6,6,2,5,5,5,5,5,5,5,t,1,1,0,0,1.86
7.47857E+17,3066753,Mary,2012-07-26,"Marfa, TX",within an hour,100%,99%,t,North Side,2,4,t,t,Austin,78703,Entire condo,Entire home/apt,2,N/A,1 bath,1,1,166.00,1,365,t,2,19,44,44,5,5,1,5,5,5,5,5,5,5,f,2,2,0,0,1.65
7.47864E+17,62926106,Guy,2016-03-14,"Lakeway, TX",within an hour,96%,100%,f,Rocky Ridge,19,24,t,f,Austin,78734,Entire home,Entire home/apt,6,N/A,2.5 baths,3,3,424.00,2,366,t,20,34,34,85,2,2,1,5,5,5,5,5,5,5,t,19,19,0,0,0.78
7.47923E+17,485482041,Christina,2022-10-28,N/A,within an hour,100%,100%,f,North University,1,1,t,t,Austin,78705,Entire townhouse,Entire home/apt,6,N/A,1 bath,3,3,138.00,2,1125,t,9,26,56,311,10,10,3,4.8,4.8,4.7,5,5,5,4.8,f,1,1,0,0,2.42
7.48485E+17,485563134,Aamer,2022-10-29,N/A,N/A,N/A,N/A,f,Rainey Street Historic District,1,1,t,t,Austin,78701,Entire condo,Entire home/apt,2,N/A,1 bath,1,1,135.00,180,1125,t,30,60,90,364,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
7.48567E+17,169758891,Valerie,2018-01-24,"Austin, TX",within an hour,100%,89%,t,Hancock,26,27,t,t,Austin,78741,Entire home,Entire home/apt,16,N/A,3 baths,4,11,"1,301.00",1,365,t,27,48,64,327,2,2,1,5,5,5,5,5,5,5,f,23,23,0,0,0.51
7.48616E+17,485587596,Judy,2022-10-29,N/A,within a few hours,67%,75%,f,Sierra Vista,1,1,t,t,Austin,78759,Shared room,Shared room,2,N/A,1 shared bath,1,1,45.00,14,1125,t,29,59,89,364,1,1,0,5,5,5,5,5,5,5,f,1,0,0,1,0.27
7.48899E+17,459581949,Nativ,2022-05-17,"Austin, TX",within a few hours,100%,100%,f,N/A,5,5,t,t,Austin,78724,Entire home,Entire home/apt,10,N/A,2 baths,4,4,225.00,2,1125,t,0,0,0,223,3,3,0,4.33,3.67,4.33,4.33,5,4.33,4,t,5,1,4,0,1.14
7.49089E+17,426837736,Severino,2021-10-11,"Austin, TX",within a few hours,100%,100%,f,East Riverside - Oltorf,1,1,f,t,Austin,78741,Entire home,Entire home/apt,6,N/A,1 bath,2,2,200.00,2,365,t,30,60,90,364,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
7.49132E+17,45547123,Kyle,2015-10-01,"Austin, TX",within a few hours,100%,56%,t,North Loop,7,9,t,t,Austin,78751,Shared room in rental unit,Shared room,1,N/A,1 shared bath,1,1,52.00,2,30,t,3,3,3,3,5,5,0,5,5,5,5,5,5,5,f,6,0,3,3,1.33
7.49149E+17,45547123,Kyle,2015-10-01,"Austin, TX",within a few hours,100%,56%,t,North Loop,7,9,t,t,Austin,78751,Private room in rental unit,Private room,2,N/A,1 shared bath,1,1,57.00,6,30,t,14,14,14,14,4,4,0,4.75,5,4.75,5,4.75,4.75,4.75,f,6,0,3,3,1.07
7.49195E+17,35817561,Jen And Steven,2015-06-14,"Austin, TX",within an hour,100%,100%,t,Dawson,87,88,t,t,Austin,78741,Entire rental unit,Entire home/apt,6,N/A,1 bath,2,3,123.00,1,1125,t,23,53,83,358,7,7,2,4.86,4.57,4.71,4.86,4.86,4.71,4.86,t,86,86,0,0,1.88
7.49298E+17,453706147,Erin,2022-04-10,"Austin, TX",a few days or more,0%,25%,f,North Burnet,1,2,t,t,Austin,78758,Entire rental unit,Entire home/apt,4,N/A,1 bath,2,1,229.00,1,365,t,28,58,88,362,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
7.49366E+17,10277480,Russell,2013-11-26,"Columbus, TX",within an hour,100%,99%,t,Briarcrest Ridge Ph 1,3,3,t,t,Austin,78724,Entire townhouse,Entire home/apt,8,N/A,2.5 baths,3,3,513.00,1,999,t,0,0,0,10,9,9,6,5,5,5,5,5,5,5,f,2,2,0,0,2.27
7.49799E+17,107434423,Blueground,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4806,5355,t,t,Austin,78702,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,118.00,31,1125,t,0,0,0,258,1,1,0,5,5,5,5,5,5,5,f,134,134,0,0,0.33
7.49799E+17,107434423,Blueground,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4806,5355,t,t,Austin,78702,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,107.00,31,1125,t,14,44,74,349,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,134,134,0,0,N/A
7.498E+17,107434423,Blueground,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4806,5355,t,t,Austin,78702,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,133.00,31,1125,t,0,14,44,319,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,134,134,0,0,N/A
7.49854E+17,2393300,Andrew,2012-05-16,"Austin, TX",within an hour,100%,100%,f,East Cesar Chavez,1,1,t,t,Austin,78702,Entire home,Entire home/apt,5,N/A,1 bath,2,2,321.00,2,365,t,14,31,61,160,5,5,1,4.8,4.8,5,5,4.8,4.8,4.6,t,1,1,0,0,1.15
7.49869E+17,276920863,Susana,2019-07-17,"Austin, TX",within an hour,95%,100%,f,South Lamar,43,88,t,t,Austin,78705,Entire rental unit,Entire home/apt,8,N/A,2 baths,3,4,132.00,2,365,t,24,54,84,131,18,18,3,4.33,4.56,4.11,4.72,4.44,4.61,4.5,t,41,41,0,0,4.09
7.49973E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,460.00,2,365,t,6,25,52,160,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.49973E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,479.00,2,365,t,6,25,52,160,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.49973E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78701,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,460.00,2,365,t,7,25,52,270,1,1,1,5,5,5,5,5,5,5,f,16,16,0,0,1
7.49973E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,479.00,2,365,t,6,25,52,160,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.49973E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,1,460.00,2,365,t,6,25,52,160,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.49973E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,1,460.00,2,365,t,6,25,52,160,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.49973E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,460.00,2,365,t,6,25,52,160,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.49973E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,460.00,2,365,t,6,25,52,160,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.49973E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,460.00,2,365,t,6,25,52,160,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.49974E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,1,460.00,2,365,t,6,25,52,160,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.49977E+17,51149243,Michael,2015-12-12,"Houston, TX",within a day,100%,N/A,f,North Burnet,1,2,t,t,Austin,78758,Entire rental unit,Entire home/apt,4,N/A,1.5 baths,1,1,96.00,30,365,t,0,16,45,45,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
7.49979E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,414.00,2,365,t,7,26,54,162,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.49979E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,414.00,2,365,t,7,26,54,162,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.4998E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,414.00,2,365,t,7,26,54,162,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.50004E+17,389697794,David,2021-02-22,"North Myrtle Beach, SC",within an hour,99%,70%,t,Downtown Austin,804,849,t,t,Austin,78703,Entire condo,Entire home/apt,4,N/A,1 bath,1,2,414.00,2,365,t,7,26,54,162,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,16,16,0,0,N/A
7.50036E+17,383545979,Chelsea,2021-01-07,"Austin, TX",within an hour,100%,100%,t,N/A,1,1,t,t,Austin,78703,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,120.00,2,1125,t,3,20,41,102,14,14,2,4.93,5,4.86,4.86,5,5,4.93,t,1,1,0,0,3.21
7.50247E+17,411979096,Erika,2021-07-09,N/A,within an hour,100%,99%,t,Pioneer Crossing,2,2,t,t,Austin,78754,Entire home,Entire home/apt,8,N/A,2.5 baths,4,4,259.00,1,1125,t,25,51,81,354,10,10,3,4.9,4.9,4.9,5,4.9,4.7,4.8,f,1,1,0,0,2.42
7.50586E+17,102828947,Mario,2016-11-07,"Austin, TX",N/A,N/A,N/A,f,N/A,1,1,t,t,Austin,78748,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,120.00,30,120,t,30,60,90,365,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,1,1,0,0,N/A
7.50587E+17,107434423,Blueground,2016-12-16,"New York, NY",within an hour,100%,97%,f,Cambridge,4806,5355,t,t,Austin,78704,Entire rental unit,Entire home/apt,2,N/A,1 bath,1,1,152.00,31,1125,t,12,42,72,347,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,134,134,0,0,N/A
7.50621E+17,485916810,Arturo,2022-11-01,N/A,within an hour,100%,100%,f,Riverplace,4,8,f,t,Austin,78730,Private room in home,Private room,2,N/A,1 private bath,1,1,62.00,5,365,t,15,45,75,350,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,f,3,0,3,0,N/A
7.5065E+17,485922461,Oluwaseun,2022-11-01,"Austin, TX",within an hour,100%,100%,f,North Burnet,1,1,t,t,Austin,78758,Entire rental unit,Entire home/apt,6,N/A,2 baths,2,2,135.00,1,90,t,8,14,25,235,25,25,6,4.92,4.92,4.88,4.84,4.92,4.96,4.92,f,1,1,0,0,6.41
7.50661E+17,485926784,Alexander,2022-11-01,N/A,within an hour,100%,86%,f,East Cesar Chavez,1,1,t,t,Austin,78702,Entire condo,Entire home/apt,5,N/A,1 bath,2,3,311.00,2,30,t,18,18,31,31,4,4,2,5,5,5,5,5,5,4.75,f,1,1,0,0,0.97
7.50672E+17,76410337,Ivonne,2016-06-07,"Miami Beach, FL",within a few hours,100%,89%,f,Riviera,2,2,t,t,Austin,78705,Entire condo,Entire home/apt,4,N/A,1 bath,2,2,107.00,2,1125,t,8,23,38,258,10,10,5,4.9,4.6,4.9,4.7,5,4.7,4.6,f,1,1,0,0,2.68
7.50673E+17,76679171,Garrett,2016-06-09,"Austin, TX",within an hour,100%,100%,f,Windsor Park,3,3,t,t,Austin,78723,Entire guesthouse,Entire home/apt,2,N/A,1 bath,1,1,117.00,2,14,t,7,23,52,299,2,2,0,4.5,5,5,5,5,5,5,f,3,3,0,0,0.48
7.50684E+17,456475914,Evolve,2022-04-28,N/A,within an hour,68%,99%,f,Lakewood Addition,486,721,t,f,Austin,78744,Entire home,Entire home/apt,12,N/A,2 baths,4,6,147.00,2,1125,t,20,46,76,351,4,4,1,4.75,4.75,5,5,5,4.25,5,t,35,35,0,0,1.03
7.5071E+17,5167280,Dustee,2013-02-20,"Austin, TX",within an hour,100%,91%,f,Bouldin Creek,1,2,t,t,Austin,78704,Entire rental unit,Entire home/apt,2,N/A,1 bath,N/A,1,146.00,1,365,t,9,9,12,12,17,17,6,4.94,4.94,4.88,5,4.82,4.94,4.88,f,1,1,0,0,4.11
